type	study_admin_id	organism_species	adult_or_childhood_study	file_types_and_format	number_of_participants	number_of_samples	id	study.id
study_admin	admin_1	Human	Pediatric				bc99ee51-9217-5ac5-90b7-3023ccc1fc47	3ac2526a-b2f8-597a-87f6-9d2d6c4c5364
