type	study_admin_id	organism_species	adult_or_childhood_study	file_types_and_format	number_of_participants	number_of_samples	id	study.id
study_admin	admin_1	Human	Pediatric				ec6b8fa8-a979-5bb7-9571-c62dd00aaeb5	ef4cfd5d-2f49-50a1-9a19-3485fb198937
