type	study_funding_id	funding_agency	grant_id	funding_source_program_name	id	study.id
study_funding	fund_1	National Cancer Institute	CA098543		74224242-7598-512e-8f11-c40960aac257	3ac2526a-b2f8-597a-87f6-9d2d6c4c5364
