type	study_funding_id	funding_agency	grant_id	funding_source_program_name	id	study.id
study_funding	fund_1	National Cancer Institute	CA114563		8a1ae175-6175-55c9-86c6-f6f70aacb492	ef4cfd5d-2f49-50a1-9a19-3485fb198937
